gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,1,1,35.62136836601605,2550,1
0,0,0,0,20,1,1,1,0,1,0,0,0,0,0,1,2,80.66795157241081,1162,1
0,0,0,0,4,1,2,1,0,2,0,0,1,0,0,0,2,90.98737598207528,3145,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,69.88287629917663,569,1
0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,1,76.32504628610133,1189,1
0,0,0,0,29,1,1,1,0,2,0,0,0,0,0,1,0,79.49236033267842,1905,1
0,0,0,0,17,1,1,1,2,1,0,0,2,0,0,0,2,94.14433139561955,1088,1
0,0,1,1,43,1,0,1,0,0,0,0,0,0,0,0,0,77.58632395385936,2871,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,45.1,3812,1
0,0,0,0,4,1,0,0,1,1,0,1,0,0,0,1,1,65.64145518444934,2366,1
0,0,0,0,24,1,0,1,0,2,1,0,2,2,0,1,1,100.24445575835925,2085,1
0,0,0,0,8,1,2,1,0,0,0,0,2,2,0,1,0,96.31511732666759,1532,1
0,0,0,0,9,1,1,1,1,1,1,0,0,0,0,0,0,91.29788118203014,6253,1
1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,1,26.651551357641996,2223,1
0,0,0,0,3,1,0,1,1,0,0,1,1,0,0,1,2,87.06970677957997,2376,1
0,0,0,0,25,1,0,1,0,1,2,0,2,2,0,1,2,98.48477874231433,2175,1
0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,1,75.50528058700009,867,1
0,0,0,0,5,1,2,1,0,0,1,0,0,2,0,1,2,89.79110814730738,1324,1
0,0,0,0,19,1,1,1,0,0,1,1,1,1,0,0,1,102.59627167834176,1642,1
0,0,0,0,4,1,1,1,0,0,0,0,0,2,0,0,2,84.33681417454964,3262,1
0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,2,46.3241769590953,1848,1
0,0,0,0,12,1,0,1,1,0,0,0,0,0,0,1,2,75.9161324657905,813,1
0,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.64958723525874,6393,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,79.18278846199614,5963,1
0,0,0,0,39,1,1,1,0,0,0,0,2,1,0,1,0,97.01635581181617,3194,1
0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,2,55.14967911713296,4559,1
0,0,0,0,20,1,2,0,1,1,0,2,2,0,0,0,2,79.06461453144772,1098,1
0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,24.755762866832548,2242,1
1,0,1,0,20,1,0,1,0,0,0,0,0,0,0,1,2,71.65190694455296,865,1
1,0,0,0,1,1,0,1,1,0,0,0,2,2,0,1,2,95.06538025047614,6440,1
0,0,0,0,2,1,0,1,0,0,0,0,1,2,0,1,2,90.38464295204884,1169,1
0,0,0,0,13,1,2,1,0,0,0,1,2,2,0,1,2,99.26239643795635,555,1
1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,28.27445968432732,3036,1
0,0,0,0,33,1,2,1,0,0,0,0,0,2,0,0,1,85.16607667353898,2388,1
0,0,0,0,8,1,0,1,0,1,1,0,0,0,0,1,2,86.93447919961608,6448,1
1,0,0,0,51,1,2,1,1,1,0,0,2,0,0,1,2,94.7818525077964,4081,1
0,0,0,0,22,1,0,0,0,2,0,2,0,0,0,0,1,55.15,367,1
0,0,0,0,64,1,2,1,0,2,0,0,1,2,0,0,0,95.96731098830884,5004,1
0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,67.70137299964892,1854,1
1,0,1,0,19,1,2,1,0,0,0,1,2,2,0,1,2,100.38810509305704,1453,1
0,0,0,0,4,1,2,1,0,2,0,0,1,0,0,1,2,90.92886089123806,3161,1
0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,56.12549230766644,1187,1
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,79.58711444775749,5969,1
0,0,0,0,5,1,0,1,0,0,0,0,2,0,0,0,1,81.46448928020004,795,1
0,0,1,0,17,0,1,0,0,0,1,0,2,0,0,0,2,40.44373907124024,5308,1
1,0,0,0,9,1,0,0,1,0,0,0,0,0,0,0,2,64.60574464896793,4971,1
0,0,0,0,15,1,0,1,1,0,0,0,2,0,0,0,2,86.35007845322524,503,1
0,0,0,0,3,1,2,1,0,2,2,0,0,0,0,0,0,90.39422238530463,2891,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.474087252439855,1483,1
1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,2,71.48232640643886,5666,1
0,0,0,0,45,1,0,1,1,0,0,0,0,2,0,0,2,88.35019285740296,3456,1
0,0,0,0,8,1,0,1,0,0,1,0,0,0,0,0,0,81.43596503669433,5237,1
1,0,0,0,17,1,0,0,0,0,0,0,1,0,0,0,1,79.98060868467878,734,1
0,0,1,0,49,1,2,1,0,0,0,0,2,2,0,1,2,95.21696974139226,4052,1
0,0,0,0,58,1,0,1,1,2,1,0,2,1,0,1,2,105.01103383143654,5015,1
0,0,0,0,20,1,2,1,0,0,0,2,2,0,0,0,2,95.96442353370132,1621,1
0,0,0,0,27,1,0,0,1,1,0,0,0,0,0,0,0,73.64785339252967,1642,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,69.95,5455,1
1,0,0,0,48,0,1,0,0,1,0,0,0,1,0,0,0,37.109495134928586,2102,1
1,0,1,0,18,1,2,1,0,1,1,0,0,0,0,1,0,89.87468569702783,3198,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.108397251782613,2149,1
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,79.24186224143129,5964,1
0,0,0,0,13,1,0,1,0,2,0,1,0,2,0,1,0,89.02043849452842,314,1
0,0,1,0,39,1,2,1,0,1,2,0,1,0,0,1,2,91.98109706658651,3124,1
0,0,0,0,2,1,2,0,0,0,1,0,0,0,0,0,2,58.09638962026493,4489,1
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,2,74.6883664098778,5722,1
0,0,0,0,4,0,1,0,0,1,0,0,0,0,0,0,2,68.86383082250397,3508,1
0,0,0,0,46,1,0,1,0,2,2,2,2,0,1,1,2,98.62984676330109,3921,1
0,0,1,0,51,1,2,1,0,2,1,0,2,2,0,0,2,105.94545792624844,4655,1
0,0,0,0,38,1,1,0,0,0,0,0,1,1,0,0,1,93.4329144026427,3099,1
0,0,0,0,34,1,1,1,0,0,0,0,2,0,0,1,2,89.44189673825625,2634,1
0,0,0,0,5,1,0,0,1,0,0,1,0,0,0,0,0,51.44105919884316,2244,1
0,0,1,0,15,1,1,1,0,0,0,0,0,0,0,0,2,76.81846840833903,2217,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.2838427093016,5443,1
1,0,0,0,5,1,1,1,0,0,0,0,1,1,0,1,1,84.00522222941119,3934,1
0,0,0,0,8,1,0,1,0,0,2,0,0,2,0,1,2,89.21607336296356,1311,1
1,0,0,0,67,1,2,1,2,2,2,2,2,2,2,0,1,115.70311240999513,5901,1
0,0,0,0,4,1,1,1,1,0,1,0,1,2,0,1,2,95.71024476813162,30,1
1,0,0,0,1,1,2,1,0,0,0,0,2,2,0,1,2,93.5252998334295,6392,1
0,0,0,0,35,1,1,1,0,0,0,0,1,1,0,1,1,91.49848062591442,2797,1
1,1,1,0,4,1,2,1,0,0,0,0,0,0,0,0,2,74.5399194392133,2663,1
0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,50.75636509867985,4234,1
1,0,0,0,12,1,0,1,0,0,0,0,2,2,0,1,2,93.47392071079253,273,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.24884894351707,5505,1
1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,50.82462120022281,4235,1
0,0,0,0,11,1,0,1,0,1,0,0,0,1,0,0,2,82.41124557166548,341,1
0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,2,44.028742802816595,5966,1
0,0,0,0,5,0,0,1,0,0,1,0,1,1,0,0,2,25.861169595736204,5096,1
0,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,3,30.774913751563446,6441,1
0,0,0,0,10,1,0,1,0,0,0,0,2,2,0,0,0,91.12904698850876,88,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,20.53216739511889,1616,1
0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,1,1,75.17303496389358,3022,1
0,0,0,0,35,1,1,1,0,2,0,0,2,2,0,1,1,99.69351872288136,3125,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.38691803676923,5718,1
0,0,1,0,43,1,2,1,0,0,2,1,2,1,0,1,2,107.31270829339508,3859,1
0,0,0,0,34,1,1,1,0,1,2,0,2,2,0,1,1,102.76062976178532,3408,1
0,0,0,0,25,1,0,1,0,0,0,0,2,2,0,1,1,92.79636893621439,1996,1
1,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1,1,31.68260210206365,3717,1
1,0,1,0,51,1,2,1,0,1,2,0,2,2,0,1,1,106.33499640258923,4414,1
1,0,0,0,13,1,0,1,0,0,0,0,2,2,0,0,1,94.72907395985555,479,1
0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,1,2,77.03259315856822,2101,1
0,0,0,0,9,1,2,1,0,0,0,0,1,2,0,0,2,93.25124945124726,6233,1
0,0,0,0,8,1,1,1,1,0,0,1,2,2,0,0,0,102.7306471927199,6194,1
0,0,0,0,7,1,0,1,0,0,0,0,2,0,0,1,2,81.4475304721995,4817,1
0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,1,82.3928417082477,1398,1
0,0,1,0,9,1,1,1,0,0,0,0,0,2,0,0,2,86.94542256704479,6225,1
0,0,0,0,16,1,1,1,0,0,0,0,2,2,0,1,1,96.47799893676479,2474,1
0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,1,67.69303392691661,995,1
0,0,0,0,6,1,2,1,0,0,1,0,0,0,0,0,2,82.01437391489925,989,1
1,0,0,0,4,1,1,1,0,1,0,0,0,2,0,1,2,89.32097227946022,3181,1
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,0,2,79.60800781720759,5970,1
0,0,1,0,6,1,0,1,0,0,0,0,2,0,0,1,2,87.4769864926877,4743,1
1,0,0,0,10,1,1,1,0,0,0,0,0,1,0,0,1,83.57267939273429,6232,1
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,2,45.033360886064465,3712,1
0,0,1,0,40,1,0,1,1,0,2,2,1,2,0,1,1,102.22899116503967,3529,1
0,0,0,0,13,1,0,1,0,1,1,0,0,0,0,1,2,80.94214253686341,218,1
0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2,55.79355808635103,4566,1
1,0,0,0,31,1,2,1,0,1,1,0,2,0,0,0,1,94.59301339041785,2616,1
0,0,0,0,19,1,0,1,1,0,1,1,2,2,0,1,2,103.56346310554258,1535,1
1,0,0,0,9,1,0,1,0,0,0,1,0,0,0,1,2,77.70128692885669,6382,1
0,0,0,0,49,1,1,1,1,2,2,2,2,2,0,0,1,113.34521956861394,4515,1
0,1,0,0,23,1,2,1,0,1,2,0,1,2,0,0,1,104.06355325443445,2129,1
0,0,0,0,13,1,0,1,0,0,0,0,2,1,0,0,2,91.18859629539247,375,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,45.1,3812,1
0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,75.3,5769,1
0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,99.84661489947838,2568,1
0,0,0,0,6,1,0,1,0,0,2,1,2,2,0,1,2,100.2161966715958,4541,1
0,0,0,0,11,1,2,1,0,0,2,1,2,2,0,1,2,101.90677991919164,2060,1
0,0,0,0,5,1,0,1,0,0,0,0,1,1,0,0,2,83.3371881180202,4046,1
1,0,0,0,19,1,0,1,0,1,1,0,0,0,0,1,2,75.96961442995315,882,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.4436857276108,5770,1
1,1,1,0,52,1,2,1,0,1,0,0,2,2,0,1,2,102.10546873282027,4602,1
0,0,0,0,7,1,0,1,0,0,0,0,1,0,0,1,0,79.08250737419687,5371,1
0,0,0,0,4,1,1,1,0,1,0,2,0,0,0,1,1,89.2801100621307,3411,1
0,0,0,0,14,1,1,1,0,1,0,0,0,2,0,0,0,90.68048776170785,478,1
0,0,0,0,10,1,0,1,0,2,0,0,0,0,0,0,1,76.17445976850212,6082,1
0,0,0,0,9,1,2,1,0,0,0,0,1,1,0,1,1,90.57680914868618,6129,1
0,1,1,0,65,1,2,1,0,0,2,0,2,2,0,0,0,100.29661757930998,5387,1
0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.184881518909872,2150,1
1,0,1,0,50,1,0,0,0,0,0,0,0,1,0,0,1,72.31346313112817,3106,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.19610215921463,5504,1
1,0,0,0,18,1,0,0,0,1,0,0,0,0,0,1,1,75.40286513119683,784,1
1,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,48.735097316677596,5853,1
0,0,1,0,37,0,1,0,0,2,0,0,1,0,0,1,2,42.90729318583194,1104,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,25.527019643459912,2155,1
0,0,0,0,26,1,1,1,0,0,0,0,0,2,0,1,1,85.29341574646976,1895,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.3850423693774,3740,1
0,0,0,0,30,1,1,0,0,0,0,0,1,2,0,1,2,87.15416804285655,2369,1
0,0,0,0,62,1,2,1,0,0,2,0,2,1,0,1,1,101.4653041554264,5069,1
1,0,0,0,49,1,2,1,0,2,0,0,2,1,0,1,0,97.93024464873214,4090,1
0,0,0,0,13,1,1,1,0,0,2,0,0,0,0,1,2,81.28500178519704,136,1
0,0,0,0,7,1,2,1,0,0,0,0,0,2,0,0,2,86.55290311485764,5198,1
0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,39.672142879740505,3438,1
0,0,0,0,7,1,1,0,1,0,0,1,0,2,0,0,2,70.87075407372645,4663,1
0,0,1,0,62,1,1,1,0,2,0,0,0,2,0,0,0,97.72069883865883,4996,1
1,0,0,0,34,0,0,0,0,0,0,0,2,0,0,0,2,77.25365805766756,2218,1
0,0,0,0,58,1,0,1,1,2,1,0,2,1,0,1,2,106.2635469560411,5015,1
1,0,0,0,7,0,0,0,1,1,0,0,0,0,0,1,2,40.874450076488046,110,1
1,0,0,0,41,1,2,1,0,2,1,1,2,2,0,1,2,111.28135760760907,3861,1
0,0,0,0,10,1,2,1,0,1,0,0,0,0,0,0,0,80.06385070104686,6135,1
0,0,0,0,17,1,1,0,0,0,2,1,2,1,0,1,1,85.09944200392944,792,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.116548079988878,1608,1
0,0,0,0,11,1,2,1,0,0,0,0,1,1,0,1,0,91.01727734475747,6525,1
0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,3,63.77654007531338,4053,1
1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,44.70769964460745,2689,1
0,0,0,0,42,1,0,1,1,0,0,0,0,0,0,1,2,76.4314568810012,2779,1
0,0,0,0,6,1,0,1,0,2,0,0,2,2,0,1,1,96.3444488686699,5309,1
0,0,0,0,5,1,0,1,0,0,0,0,2,2,0,0,2,92.92043462776516,6321,1
0,0,0,0,42,1,2,1,0,0,1,2,2,1,0,1,0,105.34391807873733,3838,1
0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,2,72.35433451575875,868,1
0,1,0,0,15,1,2,1,0,0,0,0,0,0,0,1,2,74.42751690713861,275,1
1,0,0,0,32,1,0,0,0,0,0,2,2,2,0,0,1,96.00471208168923,2766,1
0,0,0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,81.29790860057956,2654,1
1,0,0,0,17,1,1,1,0,0,1,0,2,2,0,0,1,97.49626928142766,1094,1
0,0,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.20000486225933,2082,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,0,2,74.2663073764489,1730,1
0,0,0,0,44,0,0,0,1,2,2,2,0,2,1,0,1,70.99380300401101,2748,1
0,0,0,1,3,0,1,0,0,2,0,0,0,0,0,0,3,30.867471455694655,2693,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,51.809704646852026,3905,1
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,0,71.64753111185905,620,1
0,0,1,0,5,1,0,1,0,0,0,1,1,0,0,1,2,78.56552355648171,3968,1
0,1,0,0,41,1,0,0,2,1,0,0,0,0,0,1,1,77.20566421979538,2811,1
1,0,0,0,43,1,2,1,0,1,0,0,2,1,0,0,2,97.7934025373421,3636,1
1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,35.598319020673735,3033,1
0,0,0,0,26,1,0,1,0,0,0,0,0,0,0,1,2,78.64639243912953,1578,1
1,1,0,0,31,1,0,1,0,0,0,0,0,2,0,1,1,81.01314291885879,2130,1
0,0,0,0,6,1,0,0,0,0,0,1,2,0,0,1,3,69.8123771218213,3548,1
0,0,1,1,6,1,0,1,0,0,0,0,0,0,0,1,2,72.1209153991019,4272,1
1,1,0,0,34,1,2,1,0,0,2,0,2,2,0,1,2,99.10277482420032,2938,1
0,0,0,0,13,1,1,1,1,0,2,0,2,1,0,1,0,97.4872338483594,1830,1
0,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,1,74.14768211766278,1919,1
0,0,0,0,4,1,1,0,1,0,0,0,2,2,0,1,2,90.15762340359286,3002,1
0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,76.28756319759398,5822,1
1,0,0,0,3,1,0,1,0,0,0,0,0,0,0,1,2,70.31174961555712,1709,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.88877724093713,5518,1
0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,68.83359233916117,6519,1
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.13344670097612,5768,1
0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,45.2115810925037,3562,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,5448,1
0,0,0,0,43,1,2,1,0,1,0,0,2,0,0,1,1,91.5559186496743,3435,1
1,0,0,0,69,1,2,1,1,0,0,2,2,2,1,1,0,104.1855243927934,5639,1
1,0,0,0,12,1,1,1,0,0,0,1,2,2,0,1,2,96.50037251715048,261,1
0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,0,1,54.02803357136155,5338,1
0,0,0,0,7,1,1,1,0,0,0,0,0,1,0,0,1,85.55,6214,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,44.42895880279787,3741,1
0,0,0,0,2,1,1,1,0,0,0,0,2,2,0,1,2,95.26625536508409,1567,1
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,24.530326459595475,2040,1
0,0,0,0,11,1,0,1,0,0,0,0,0,1,0,0,2,53.35436042010666,3233,1
0,0,0,0,19,1,2,1,0,0,1,0,0,1,0,0,2,89.59748697195354,1287,1
0,0,1,0,13,1,0,1,1,1,0,1,2,2,0,0,2,104.93399015504234,639,1
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,42.794075185630064,3436,1
1,0,1,0,34,1,1,1,0,0,0,0,0,0,0,0,2,75.20714939029892,2231,1
1,0,0,0,61,1,2,1,2,2,0,0,1,2,1,0,2,105.24110292844053,5230,1
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,45.3,3816,1
0,1,0,0,42,1,2,1,0,2,2,1,2,2,0,1,0,111.45120457514936,3965,1
1,0,0,0,19,1,2,1,0,1,0,0,2,0,0,1,2,88.34978991588507,1294,1
0,0,0,0,3,1,2,1,0,2,2,0,1,1,0,0,1,95.83042183906419,2892,1
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.9,5454,1
0,0,0,0,39,1,2,1,0,1,2,0,2,2,0,1,1,104.53865835304967,3449,1
0,0,0,0,17,1,2,1,0,1,0,0,2,0,0,1,1,91.10348658666499,942,1
0,0,1,0,16,1,2,1,0,0,0,0,1,0,0,1,1,85.11481827874312,679,1
0,0,0,0,15,1,1,1,0,0,2,0,0,2,0,1,2,89.34535784898051,776,1
0,0,0,0,5,1,1,1,0,0,0,0,2,2,0,0,2,92.49156011623487,6295,1
0,0,0,0,4,1,1,1,0,0,0,0,1,2,0,1,1,93.92334418239223,3617,1
0,0,0,0,26,0,1,1,0,0,1,0,1,0,1,1,2,31.421052599885712,5706,1
0,0,0,0,20,1,2,1,0,1,0,0,0,0,0,1,2,81.03230702103222,1433,1
0,0,1,0,47,1,2,1,1,0,2,2,2,2,1,1,0,109.78832705493458,4417,1
0,0,0,0,30,1,2,1,0,2,0,0,1,2,0,1,2,99.66808694574708,2564,1
0,1,0,0,25,1,2,1,0,2,0,0,0,1,0,1,2,89.68138962597475,1804,1
1,0,0,0,2,1,0,1,0,0,0,0,0,2,0,1,2,85.60303032999279,1358,1
0,0,0,0,43,1,1,1,1,0,0,0,1,1,0,0,2,95.54280613861721,3486,1
0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,2,36.2915585162339,3789,1
0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,55.74364416142231,4566,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,45.68524901952598,3821,1
0,0,0,0,9,1,0,0,0,0,1,0,0,0,0,0,0,70.1143465129707,5235,1
1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,56.69363762079725,5261,1
0,0,0,0,16,1,0,1,0,0,0,0,0,0,0,1,1,69.45811346876151,283,1
0,0,1,0,46,1,2,1,2,2,2,0,2,0,0,1,2,100.12478388002413,3866,1
1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,2,80.71753484438874,6022,1
0,0,0,0,5,1,2,1,0,0,0,0,2,2,0,0,0,96.03075245143847,4477,1
1,0,0,0,40,1,2,0,0,0,1,0,1,1,0,0,2,73.8877807527303,2604,1
0,0,0,0,45,1,2,1,0,0,2,1,0,0,0,1,1,86.43361286684002,3377,1
0,0,0,0,21,1,2,1,1,0,1,0,2,1,0,1,0,102.56687383222346,1829,1
0,0,0,0,1,1,0,1,0,0,0,0,0,2,0,1,2,81.73665332607824,6059,1
0,0,0,0,5,1,0,1,0,0,0,0,1,0,0,1,2,78.63380381046227,5779,1
0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2,78.35542656381132,5909,1
0,0,0,0,16,1,0,1,1,0,0,0,0,0,0,1,0,72.88731400269828,1683,1
1,1,1,0,20,1,0,1,0,1,0,0,0,0,0,1,2,73.46224580868443,858,1
1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,39.9399772055657,1772,1
0,0,0,1,14,1,1,1,0,0,1,0,0,2,0,1,1,87.04817511641413,474,1
0,0,0,0,6,1,0,1,0,0,2,0,0,0,0,0,2,80.50433050325728,4523,1
0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,78.95298903388951,1040,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.721996146170156,1488,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,71.54529692307358,5570,1
0,0,0,0,9,1,1,1,0,0,0,0,0,0,0,0,1,77.41043052347486,2214,1
0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.43546984403697,5719,1
0,0,0,0,25,1,1,0,0,2,2,0,2,2,0,0,1,100.3410849072758,2193,1
0,0,0,0,39,1,0,0,0,1,0,1,0,2,0,1,0,68.86793418107665,2375,1
1,0,0,0,8,1,1,1,0,0,0,0,2,2,0,0,1,97.30814369426632,6134,1
0,0,0,0,4,1,1,1,0,0,0,0,1,0,0,1,1,82.31942928063845,2791,1
1,0,1,1,14,1,1,1,0,0,0,0,0,0,0,0,0,76.55128132440088,201,1
1,0,0,0,2,1,1,1,0,0,0,0,2,2,0,1,2,94.3162846040508,1567,1
1,0,0,0,6,1,0,0,1,0,0,0,0,0,0,1,2,51.26820868108676,2873,1
0,0,0,0,17,1,2,1,0,0,1,0,2,0,0,0,2,91.36951137264163,1555,1
0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,76.86956263402773,5779,1
0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.61808279289298,5448,1
1,1,0,0,48,1,2,1,0,0,0,0,2,2,0,1,2,97.46213486363307,3983,1
1,0,0,0,12,1,0,1,1,1,0,0,0,0,0,0,2,36.40291662013824,470,1
1,0,0,0,10,0,1,0,0,0,1,0,1,0,0,1,2,43.36794728620608,3982,1
0,0,0,0,61,1,0,1,1,2,1,0,1,2,0,1,1,100.56717100545674,5010,1
0,0,0,0,13,1,2,0,0,0,0,0,0,0,0,1,1,66.14065513589682,6317,1
1,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,2,49.575691890333815,6340,1
1,0,0,0,31,0,0,0,0,2,2,0,0,0,0,1,3,77.51125233664342,2002,1
0,0,0,0,11,1,1,0,0,0,0,2,2,0,0,1,1,65.32695390115325,983,1
0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,3,45.77672396965732,1515,1
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,44.144296475473716,3736,1
0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,1,1,70.76031051854298,1674,1
0,0,1,0,5,1,1,1,0,0,0,0,0,1,0,1,2,84.410444895618,4007,1
0,0,1,0,50,1,1,1,0,1,0,0,2,0,0,0,2,86.8730059078999,3704,1
0,0,0,0,22,1,0,1,0,0,0,0,2,1,0,0,1,89.58579609090387,1507,1
1,0,1,0,69,1,2,1,0,1,0,0,2,2,1,0,0,98.5446773296952,5416,1
0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,2,76.2315645592305,5821,1
0,0,0,0,5,1,1,1,0,0,1,0,1,2,0,1,2,99.01245570775811,4326,1
0,0,0,0,60,1,2,1,1,1,2,0,2,2,1,1,2,105.31582495344006,5175,1
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.3763453775908,5444,1
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.19683913404307,3737,1
1,0,0,0,22,1,2,1,0,0,0,1,1,0,0,1,0,86.66758788154004,1514,1
1,0,0,0,2,1,1,0,2,0,0,0,0,0,0,0,3,56.50911749645407,250,1
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1492,1
0,0,0,0,17,1,0,1,1,0,0,0,1,2,0,0,2,93.08004898569627,1092,1
0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,0,2,75.58662097907707,4362,1
0,1,0,0,1,1,0,1,0,0,1,0,0,2,0,1,2,85.0145968736804,6206,1
1,0,0,0,55,1,1,1,0,2,0,0,2,2,1,0,1,101.31337338997821,4654,1
1,0,0,0,3,1,2,1,0,0,0,0,0,0,0,1,2,79.66747044198799,2291,1
1,0,0,0,50,1,2,1,1,0,1,1,2,2,0,1,1,104.94492114479017,4415,1
0,1,1,0,48,1,2,1,0,0,2,0,1,1,0,1,2,97.36312857813046,4115,1
